id,score,at,content_raw,content_clean,manual_group,notes
rev_1412f0f3-3637-4e4a-b587-d746c30537df,2,2026-01-02T19:58:56,"good content, but my experience of the app itself is poor. I recently uninstalled it and restarted my phone (as recommended in the faq), but despite this, the app is extremely laggy, and needs to be force closed a couple of times per night (I mainly use it for sleepcasts). It also just randomly stops the sleepcasts from playing, giving a connection error, despite having very good wifi in my bedroom. its becoming unusable unfortunately.",good content experi app poor recent uninstal restart phone recommend faq despit app extrem laggi need forc close coupl time night mainli use sleepcast just randomli stop sleepcast play give connect error despit have good wifi bedroom unus unfortun,,
rev_82f630f4-552b-44bf-86d8-4b2825ea0cca,1,2026-04-01T15:08:21,"already subs but unable to access any session. its been a week. ive been a loyal user since 2023 but this is the first time I have this problem with no change, even after I uninstall and redownload it few times",sub unabl access session week ive loyal user thousand time problem chang uninstal redownload time,,
rev_25ae1137-dca9-49cd-ad2b-ac39a32c3786,2,2025-11-11T19:01:30,Some app tabs are not working/won't load,app tab work won t load,,
rev_d33f0401-9437-4a8b-aec1-b98cac9093a2,1,2026-01-14T07:13:34,"unfortunately, the app has become unusable. i cant meditate nor do the yogas i used to love. it disconnects the moment my phone blocks,including during yoga when the screen blocks enev though it shouldnt. when is this bug getting fixed? i do not wish to migrate to another app but i might beed to, given the app has become unusable.",unfortun app unus medit yoga use love disconnect moment phone block includ yoga screen block enev shouldnt bug get fix wish migrat app beed given app unus,,
rev_04cf02f9-a5bf-4059-bde1-4bc9dcd57288,1,2026-02-09T16:44:31,"Good when it works, but it keeps crashing 2 minutes into a soothe body and mind meditation. Using a Samsung s10+ phone.",good work keep crash minut sooth bodi mind medit use samsung sten phone,,
rev_29fa96d9-6c09-48f4-bd34-ebf5b8ee8af9,1,2025-12-29T01:30:58,keeps telling me I have connection errors. unusable.,keep tell connect error unus,,
rev_3f2ccc68-453d-4e32-a416-238b20b30d6c,1,2025-10-12T18:00:41,"app doesn't load, stuck on the circle then crashes. tried rebooting phone, reinstalling app, tried another phone, all the same.",app doesn t load stuck circl crash tri reboot phone reinstal app tri phone,,
rev_8fd3df4e-d078-4ea3-82c9-bf66d6fdc05c,2,2026-01-20T10:54:17,Same as others have said. Used to be great but it's so glitchy and slow now it gets me more stressed trying to use it! The layout is messy and cluttered and difficult to find what you want. No one is asking for AI in a headspace app. Please give us one safespace away from it! Considering switching to another app on renewal as it's been functioning poorly for ages with no fix update.,said use great s glitchi slow get stress tri use layout messi clutter difficult want ask ai headspac app safespac away consid switch app renew s function poorli age fix updat,,
rev_248efbef-d097-418d-9a82-949dedc2d8fa,2,2026-03-14T09:12:45,"March 2026-app crashes constantly Many years ago I had a subscription to headspace and I found the app at that time really intuitive: easy to find courses and follow a pathway. Now, I feel like this app is packed with so much stuff (great!) but the stuff is everywhere, not organized in an intuitive way like before. I find it hard to find where I left off with a pathway, the app is always recommending content, but not where I left off with something. IMHO content=great. Interface=not great",march thousand app crash constantli year ago subscript headspac app time realli intuit easi cours follow pathway feel like app pack stuff great stuff organ intuit way like hard left pathway app recommend content left imho content great interfac great,,
rev_2b4b4a0b-cf95-4e69-8b34-d16008398225,1,2025-11-20T21:05:43,"good thing I got this app for free as part of a promotion. Been on it 4 days. Started a course and it limits how much you can do each day, ok no issues. thing is you come back the next day and CAN'T FIND where you left off. so annoying! did none of you try to use this app? and to think it's supposed to relax you! 2months on: I'm getting notifications daily when I click on them for meditation it puts me on the home screen of the app not what the notification pointed at. what a mess this app is!",good thing got app free promot day start cours limit day ok issu thing come day t left annoy did tri use app think s suppos relax twomonth m get notif daili click medit put home screen app notif point mess app,,
rev_bf615bf0-f521-4754-a224-b86a61d08666,1,2026-01-17T20:52:12,"this app is ok when it's working but it's so incredibly slow and buggy that it has the opposite effect of what it's whole purpose is. an app to reduce stress that actually increases it! I'm on a free membership thankfully because I would not be at all happy if I was paying for this. hasn't synced with Google fit for months despite trying various fixes, meaning I'm losing out on vitality reward points.",app ok s work s incred slow buggi opposit effect s purpos app reduc stress actual increas m free membership thank happi pay hasn t sync googl fit month despit tri variou fix mean m lose vital reward point,,
rev_cffc72f9-1615-4f26-a076-1a8e0bf34072,2,2026-01-03T18:10:05,"This is the only app that enrages me! Constantly crashing, takes ages to load, says I'm offline and stops playing, even when my connection is fine. I have used the Headspace app since the start and they have ruined it by making it so cluttered. No room for ""headspace"" when there's pop ups, freezes, recommendations that I'm not interested in. Some of the voices of the Sleepcasts are horrible and are really grating too. Such a shame.",app enrag constantli crash take age load say m offlin stop play connect fine use headspac app start ruin make clutter room headspac s pop up freez recommend m interest voic sleepcast horribl realli grate shame,,
rev_88198824-4862-4c76-81c1-438dac9b5263,1,2026-01-28T20:26:08,1/28/26: still happening 1/2/26: the app keeps closing and giving me an error. I tried emailing support about it but it didn't work. it's really frustrating because i use this app to fall asleep and it keeps turning off within 5-8 minutes of starting.,happen app keep close give error tri email support didn t work s realli frustrat use app fall asleep keep turn minut start,,
rev_25c5f717-338e-4e43-916e-db9063978230,1,2026-03-28T17:26:13,"Downloaded the app and I can get past the introductory screen and 3 breath exercise, tried multiple times to restart the app but it didn't work.",download app past introductori screen breath exercis tri multipl time restart app didn t work,,
rev_2ce5ef21-ae79-4e26-9c56-56c83c592059,1,2025-11-30T22:39:30,Start your free trial. You're no eligible for the trial.,start free trial elig trial,,
rev_6826a781-b8e2-4db6-bdb9-e0831ed57684,2,2025-12-14T17:58:27,"Too buggy now. I get ""oops"" pop ups from Headspace multiple times a day. Been a daily user since 2020 and this is a new issue.",buggi oop pop up headspac multipl time day daili user thousand new issu,,
rev_bd3cbd20-a989-4c1f-9aa3-d99f9f693d11,1,2026-01-17T09:15:29,"Mein Account ist offenbar defekt. Egal was man versucht, es erscheint ständig nur die Meldung „Ups, da ist etwas schiefgelaufen“. Keine konkrete Fehlerbeschreibung, keine Lösung. Ein echter Support ist nicht erreichbar. Stattdessen wird man in einer Endlosschleife von einem virtuellen Assistenten festgehalten, der immer wieder dieselben Fragen stellt und nichts löst. Für einen App die so viel Geld kostet geht das gar nicht.",mein account ist offenbar defekt egal man versucht es erscheint st ndig nur die meldung up da ist etwa schiefgelaufen kein konkret fehlerbeschreibung kein l sung ein echter support ist nicht erreichbar stattdessen wird man einer endlosschleif von einem virtuellen assistenten festgehalten der immer wieder dieselben fragen stellt und nicht l st f r einen app die viel geld kostet geht da gar nicht,,
rev_000d4c5f-a587-48b9-8e56-d8930289ef1e,1,2025-11-03T18:21:51,"it could be this latest app version or compatibility with my moto g86 but the app keeps crashing mid way through a meditation. I have cleared cache, reinstalled and still experiencing issues. I have ended up using the website to keep my meditation streak. very frustrating.",latest app version compat moto geighti app keep crash mid way medit clear cach reinstal experienc issu end use websit medit streak frustrat,,
rev_9cfd6f61-13cb-44a7-a9ec-319f4f64d0e5,1,2026-01-10T19:03:13,stops working a few moments into every single sleepcast/ sleep music. which makes it unusable and the absolute opposite of calming and helping you drift to sleep...,stop work moment singl sleepcast sleep music make unus absolut opposit calm help drift sleep,,
rev_7382ca3a-494f-4853-8adc-196ff92f0710,1,2025-10-24T18:32:33,"it's good to do buisness and earn money and profit, but honestly, if we could pay for basic,i repeat, BASIC therapy sesh then maybe we would've actually hired an professional expert therapist for our sesh and not download an app. i wonder if any of you guys in the dev team or the actual owner of the app woke up one day and thought, let's start a business of therapy that already exists IRL. Though I hope it was made for the betterment of the people who are actually suffering, idk why we hv to pay",s good buis earn money profit honestli pay basic repeat basic therapi sesh mayb ve actual hire profession expert therapist sesh download app wonder guy dev team actual owner app woke day thought let s start busi therapi exist irl hope better peopl actual suffer idk hv pay,,
rev_a94060ad-875a-4f4b-a24f-8dd344dc813d,2,2025-11-29T09:54:13,"Unfortunately, this app just gets worse. Besides the unnecessary amount of features and videos that are hyper stimulating and distracting from the meditation, it's now full of bugs. The audios from some sessions suddenly stop working or don't even start at all. I wish there was an option to hide anything but the meditation assets, I used to love this app when this was its main focus.",unfortun app just get wors unnecessari featur video hyper stimul distract medit s bug audio session suddenli stop work don t start wish option hide medit asset use love app main focu,,
rev_03211855-1b1b-422e-a64e-1b21be53e0d3,1,2025-10-11T19:49:20,"App absolutely will not open. I've uninstalled it and reinstalled. I've used the brown noise to sleep for almost 3 years now, and meditated on and off. I'd really like to get this resolved. the constant ad that I have to close to navigate away from the sponsored therapists is aggravating as well.",app absolut open ve uninstal reinstal ve use brown nois sleep year medit d realli like resolv constant ad close navig away sponsor therapist aggrav,,
rev_0118ff10-6eae-49be-b183-91c1c467fcc6,1,2026-03-25T11:16:11,"this app used to be great. the last year it's gone downhill. customer service isn't great anymore either. I had 3 issues, one was addressed, 2 weren't despite me following up. one was that i was advised of a renewal premium and then was charged a higher premium. so disappointing now from what it used to be",app use great year s gone downhil custom servic isn t great anymor issu address weren t despit follow advis renew premium charg higher premium disappoint use,,
rev_63e34f14-c1b5-4ca8-a87d-b2515ebe1b62,1,2025-12-15T21:30:59,"I only use Headspace for sleepcasts, as it's helped get me to sleep with having tinnitus for years. However, the app is so unreliable and I've not been able to use it for a week due to a bug that they are aware of. Sleepcasts aren't available on the website, which is really frustrating, because I'm paying for an app that I can't use.",use headspac sleepcast s help sleep have tinnitu year app unreli ve abl use week bug awar sleepcast aren t avail websit realli frustrat m pay app t use,,
rev_dd48cb94-c7e0-4d00-972d-e1e0ea122a27,3,2026-01-08T21:59:42,"Expensive nearly one hundred dollars per year? $20 per month, at this rate my power bill is a relief. Worldwide Web should NOT be so GREEDY ppl Are suffering with no relief they can afford in this WEB system full of spiders ready to pounce on us. Instead give freely as Jesus did and see what happens when God approves❣️🙏🙌❤️",expens nearli dollar year month rate power relief worldwid web greedi ppl suffer relief afford web spider readi pounc instead freeli jesu did happen god approv,,
rev_eefafa32-370f-48da-90ec-9bc13e11b690,1,2025-10-28T22:34:57,"I read the privacy policy that they report your information, name, and usage dates to your employer. I will be uninstalling this app",read privaci polici report inform usag date employ uninstal app,,
rev_c3a0ab1b-0f49-4118-a93a-2b60af6490de,4,2025-10-23T02:43:32,"love the app. everything that it offers in regards of sleeping, emotional management, and stress management as well. only downside is sometimes it malfunctions and it gets in the way of the practice",love app offer regard sleep emot manag stress manag downsid malfunct get way practic,,
rev_7dfc3626-8a47-4d6e-84ad-6a0d9dad117c,2,2026-01-23T17:13:41,"loved for a long time, now my NHS account has stopped it just keep buffering and closing down, really poor performance.",love long time nh account stop just buffer close realli poor perform,,
rev_b95ee8b7-8ba4-43f5-a707-db4f0d46f6bb,4,2025-10-24T01:42:36,"This app takes a positive self-soothing attitude towards meditation. It's visually pretty and simple in a childlike way. Had to scroll thru each time to find the same thing/couldn't find a way to bookmark. Did Not Enjoy the verbal content, found the motivational meditations unappealing. Did Enjoy the non-verbal or minimalist meditations- little animations for breathing exercises etc, but not worth it to my wallet to pay for just using animated tones & an alarm",app take posit self sooth attitud medit s visual pretti simpl childlik way scroll time thing couldn t way bookmark did enjoy verbal content motiv medit unapp did enjoy non verbal minimalist medit littl anim breath exercis worth wallet pay just use anim tone alarm,,
rev_c60d6360-67fb-4417-8b28-94db7a9020fa,1,2025-11-09T02:33:51,says its free but then immediatly asks you to pay for a subscription. shame on you for cashing in on peoples mental health,say free immediatli ask pay subscript shame cash peopl mental health,,
rev_99c244a4-7dcb-40c3-826a-3d96134b6947,1,2026-01-14T10:05:35,Crashes and losses connectivity constantly,crash loss connect constantli,,
rev_543b4b76-5a2f-420f-8c34-fa51fe791c27,2,2025-10-12T04:32:03,"The app is great when it works, but it keeps crashing, and I can't even get in half the time anymore.",app great work keep crash t half time anymor,,
rev_50279f2a-fa3a-4864-8d7e-e56f03d39085,4,2026-01-26T03:13:06,Content of app is good but the app can be incredibly slow to open and lags alot. Not really acceptable for an app in this day and age - especially one you are paying for.,content app good app incred slow open lag alot realli accept app day age especi pay,,
rev_51eacc49-f1f3-4fe2-8d19-78abe59ff2cc,1,2025-11-20T10:22:58,everything is pay locked. the only thing you get is a notification to breath everyday.,pay lock thing notif breath everyday,,
rev_feec418d-068e-43bc-9e8b-28964ab0ce79,3,2026-03-29T19:04:11,"Sometimes, when I was using the app during a meditation, it just stopped.",use app medit just stop,,
rev_a2ffb9d3-eb78-4dc3-b385-2c116958676b,2,2025-12-14T03:01:54,"I've been a subscriber for 5+ years & for most of those years, the app was great. With the introduction of therapy & AI add-ons, the app gets incrementally worse. Now, the sessions just stop after a few mins with a connection error (which I know isn't on my end). I've been enduring the changes, hoping that each blip will be corrected for a better product in the long-term. It seems, however, it may be time to cancel my sub & seek a better service. It appears from other reviews, I'm not alone...",ve subscrib year year app great introduct therapi ai add on app get increment wors session just stop min connect error know isn t end ve endur chang hope blip correct better product long term time cancel sub seek better servic appear review m,,
rev_5912a04a-4954-46d3-bd88-f688557631b0,3,2025-10-27T18:24:08,Good app when it works. Tends to be quite glitchy. Fails after a few minutes frequently.,good app work tend quit glitchi fail minut frequent,,
rev_101f7012-1bf4-49cd-b5ea-45cce254fdf9,2,2025-11-19T05:15:01,"Update: Going from a 5 to a 2. I used this for years and loved it. Recently got it again and I'm so disappointed. The app is awful now. It's unbelievably slow (like literally having to wait for tabs to load every time I open) and the UI isn't as good as it used to be. My phone is fine and nothing else operates this way, please fix the app 😢 The continued updates and new content are great to see but I need a smooth functional app.",updat go use year love recent got m disappoint app aw s unbeliev slow like liter have wait tab load time open ui isn t good use phone fine oper way fix app continu updat new content great need smooth function app,,
rev_15654a1f-3cef-4912-b0c9-02980ec639f7,2,2026-01-13T09:28:36,"Headspace is great, but the app is a PAIN. For nearly a month now, every meditation session abruptly stops with a ""you appear to be offline"" message, and it'll kick me out of the meditation. It does this multiple times a session and there is nothing wrong with my wifi/data. Nothing makes meditating more difficult than having to open your eyes to check if you're on a quiet part or your phone's back on the home screen again. I also find the AI ""helper"" in a mental-health app very distasteful.",headspac great app pain nearli month medit session abruptli stop appear offlin messag ll kick medit doe multipl time session wrong wifi data make medit difficult have open eye check quiet phone s home screen ai helper mental health app distast,,
rev_13a27745-13c7-48f1-a372-6e5ee40be8e4,1,2026-03-26T19:03:44,"Avoid this app. But if you want to get it anyway, be EXTREMELY careful as Headspace wont send subscription reminders, and if you are charged they will fight tooth and nail to keep the money no matter what. I got hit hard with a yearly subscription, that they refused to refund. Extremely scummy move considering for whom the app is catered to. Also the AI enshittification is making the app drop in quality significantly. STAY AWAY if you can, there are better alternatives out there.",avoid app want extrem care headspac wont send subscript remind charg fight tooth nail money matter got hit hard yearli subscript refus refund extrem scummi consid app cater ai enshittif make app drop qualiti significantli stay away better altern,,
rev_a91e8b66-15e2-40af-a46b-c00fcee836b2,2,2026-01-05T00:40:11,The app has become really slow and buggy ever since they added their silly AI element. It just gets worse and more cluttered and unfocused the more they try to push the AI and therapy on their users.,app realli slow buggi ad silli ai element just get wors clutter unfocus tri push ai therapi user,,
rev_f2200241-8d3f-4dda-a46b-8111e352503e,4,2026-03-03T06:30:44,"Update: It's good, but the fact that there's no voice to text is hard. I can't keep typing it in on the phone, but Ebb is good. It's the main reason I like Headspace. Just please put a button for voice to text on Ebb. Maybe an option to personalize the home tab.",updat s good fact s voic text hard t type phone ebb good s main reason like headspac just button voic text ebb mayb option person home tab,,
rev_d26b7454-8ef7-4800-a3a2-118d1d4525cb,2,2025-12-12T12:05:37,"I used to love this app for meditation. it was my go to and I used it everyday. I even used it with my students at school who enjoyed and benefited from group meditation. But sadly in recent times the app has gone severely down hill. It is all but unusable now: glitchy ui, pages don't load, things are very slow when they do load. As well it is very difficult to find anything. It's the end of an era for me, and I will be unsubscribing.",use love app medit use everyday use student school enjoy benefit group medit sadli recent time app gone sever hill unus glitchi ui page don t load thing slow load difficult s end era unsubscrib,,
rev_796ae028-f5be-4d90-abb9-7fdab4579072,1,2025-12-03T09:45:34,"Don't do it- they suck you in with a cheap offer, then get sneaky with billing and cancelations in addition to not having a transparent cancelation clause. Unless you plan to use it every day, it's not worth the hassle and headache. Not great overall, aside from the sleep stories there are much more affordable and comprehensive apps available.",don t suck cheap offer sneaki bill cancel addit have transpar cancel claus unless plan use day s worth hassl headach great overal asid sleep stori afford comprehens app avail,,
rev_d381e755-c871-4caf-aa80-a93ab5b961a8,1,2026-01-11T06:25:25,Used to love this app and its been incredibly good for my health. Sadly the recent updates have effectively rendered it unusable with constant crashing and off-line messages. Please roll back or do something headspace... you'll destroy your own business if this continues 😞,use love app incred good health sadli recent updat effect render unus constant crash line messag roll headspac ll destroy busi continu,,
rev_2180659d-c576-408f-bb1a-095de2c053b1,1,2025-11-13T17:36:44,"Can't play half the Meditations, often even the daily one. Really not cool if I carve out the time for myself and then the app doesn't work. if it was free, OK, whatever, but it's not :(",t play half medit daili realli cool carv time app doesn t work free ok s,,
rev_e5341e41-7c3d-456f-860b-62923a22e11b,2,2025-12-21T12:03:38,"this app has been incredibly glitchy for the past 6 months or so..! for an expensive paid for app, this really is unacceptable.!",app incred glitchi past month expens paid app realli unaccept,,
rev_62935628-9818-4cd4-90ba-c1a575c03143,3,2026-01-02T19:22:57,"UI bad - the app is not intuitively organized, it takes forever to load some pages, help is always days away, and it keeps kicking me off my company/health provider plan.",ui bad app intuit organ take forev load page help day away keep kick compani health provid plan,,
rev_db1bc182-fc9a-4f85-87fa-702b2282a2ec,2,2025-12-29T21:13:23,"UPDATE: whatever new changes have been made to this app they are so frustrating. The app crashes constantly and I never had a problem before! on top of that the pages take forever to load. I'm reconsidering my purchase now. this used to be my favorite app and now it's completely unreliable. I didn't have this problem before - whatever updates they made have completely changed the app, And I'm frustrated that I'm paying for an app that doesn't work.",updat new chang app frustrat app crash constantli problem page forev load m reconsid purchas use favorit app s complet unreli didn t problem updat complet chang app m frustrat m pay app doesn t work,,
rev_2c0b3cf1-178d-4640-ac92-519329543a6f,1,2026-03-16T11:05:29,"Your latest update yet again nuked my download section, it's all empty while the apps is taking up 4gb data. So those downloads are still there just not being listed. It frustrates me a lot that this happens regularly with the updates. Also why would you only let a user set very random set timers, 5 min or 500 min, How about let the user decide when the music should stop? it's freaking loop music anyways. + You can't make a playlist. Such basic futures but you didn't think about any of them.",latest updat nuke download section s app take fourgb data download just list frustrat lot happen regularli updat let user set random set timer min min let user decid music stop s freak loop music anyway t make playlist basic futur didn t think,,
rev_67639495-0ba3-4ab7-81f0-8b6c8fb3dd41,1,2026-01-14T16:20:12,Does not open. Have installed and reinstalled. Have done everything recommended. Will not renew. If you weren't frustrated before you try to open this app you will be!!!,doe open instal reinstal recommend renew weren t frustrat tri open app,,
rev_a507f555-18f3-4b59-b6ec-74dcf6671c9f,1,2025-10-12T18:35:48,Used to love the app but it keeps crashing or otherwise being extremely slow and glitchy hate the AI,use love app keep crash extrem slow glitchi hate ai,,
rev_ca9136a5-4a92-4362-8239-4f08e92a4d91,3,2025-10-13T02:06:55,"love the app but it doesn't work well on my phone. I'm in Canada. in the States it was fine but in Canada the app crashes or doesn't open. the home page almost always had a different layout, and my recent plays on the explore team never change. I wish it were more reliable. I can't even open it at night to play a sleep story.",love app doesn t work phone m canada state fine canada app crash doesn t open home page differ layout recent play explor team chang wish reliabl t open night play sleep stori,,
rev_6d1561c4-7dac-4019-9eb1-839b9ac164a6,1,2025-12-21T04:33:02,app keeps stopping while doing sleepcasts. Useless,app keep stop do sleepcast useless,,
rev_c3e611e0-2bb9-404b-87a5-d1aab857d4cf,2,2025-10-29T19:58:16,"The app won't load 80% of the time lately. this is not great as I am paying for this app, and it acutally makes me more anxious when it won't load.",app won t load eighti time late great pay app acut make anxiou won t load,,
rev_e0b408c6-d03a-49a6-bdae-4481533006f7,2,2025-12-08T16:20:20,"Glitchy and the opposite of calm when faced with the wheel of doom trying to load a sleepcast in the middle of the night... When I open the app it takes ages to load and won't move into the ""explore"" tab. I've been forced to listen to the programmes I've heard before, as they're on the home screen. Please fix as I love the content, I just need to be able to get to it!",glitchi opposit calm face wheel doom tri load sleepcast middl night open app take age load won t explor tab ve forc listen programm ve heard home screen fix love content just need abl,,
rev_6d5e89a2-e3c3-4fb8-8c7a-da19a2a84a36,1,2025-11-07T09:55:14,"i liked the app and my employer was paying for it so I didn't mind the cost, but I lost that job last year and I explicitly set it to not renew, but today I got charged nonetheless. I tried to cancel, but it says it's still active for another year. I want my money back. I don't use this app anymore.",like app employ pay didn t mind cost lost job year explicitli set renew today got charg nonetheless tri cancel say s activ year want money don t use app anymor,,
rev_891dee9e-948b-4068-ba1a-974c67b55b98,5,2026-02-09T23:19:55,They fixed the bug and it plays all the way through without crashing after a couple of minutes.,fix bug play way crash coupl minut,,
rev_d08ecab7-fa24-425b-8541-ef5c22c0297d,1,2025-10-13T21:52:38,"I'm a paying customer for quite some time now because the Headspace content itself is amazing. I use various features, and my kids love all the Sesame Street stuff. However, the app on the other hand isn't great at all. The interface has gotten increasingly user-unfriendly. Since the last update, however, my biggest issue is that the app always crashes a few seconds after trying to open it, and stops working at all. Hence the 1 star review. Please fix this bug ASAP.",m pay custom quit time headspac content amaz use variou featur kid love sesam street stuff app hand isn t great interfac gotten increasingli user unfriendli updat biggest issu app crash second tri open stop work star review fix bug asap,,
rev_4d06de46-56ec-41e9-abc3-b3d908889d42,4,2026-01-12T07:33:10,"I used to say this was 5 stars, but they redesigned their ""Today"" page and it doesn't have a nice relaxing daily flow of content any more.",use say star redesign today page doesn t nice relax daili flow content,,
rev_8687ae38-0f81-4462-bc77-b204e3a12b49,1,2026-01-29T09:49:15,"After paying for a month, cancelling, and receiving confirmation of cancellation, Headspace has taken more money from my account. When I have tried to resolve this, they claimed they couldn't help me and I needed to ask for a refund through Google Play. However, suspiciously, Headspace took the payment directly from my account that time and not through Google Play. So I am stuck with a payment having gone through but no access to service.",pay month cancel receiv confirm cancel headspac taken money account tri resolv claim couldn t help need ask refund googl play suspici headspac took payment directli account time googl play stuck payment have gone access servic,,
rev_7c964501-c8e5-4ead-8654-5fb48d43b739,2,2026-01-21T11:37:09,"Hello Devs, Would you mind checking why the app suddenly stops working in between a meditation or music session. A paid user should not have to go through this.",hello dev mind check app suddenli stop work medit music session paid user,,
rev_804d7679-10b7-424d-b6e2-bfe7657ae726,1,2026-02-01T17:45:56,They use dark patterns in their email preference settings to sell user data by using unclear language to make you click yes. Never trust companies that rely on dark patterns. Aside from that the app crashes literally non stop,use dark pattern email prefer set sell user data use unclear languag make click ye trust compani reli dark pattern asid app crash liter non stop,,
rev_b6045661-f967-40c9-8047-dae969b19f7d,1,2025-10-28T23:51:49,It won't play any audio post the update.,won t play audio post updat,,
rev_29ef917b-e011-4ad2-a21c-d975518c7bc6,2,2025-10-22T05:48:04,"Installed, saw paywall for EVERYTHING, then uninstalled. Guess I'll go for the competitor app Calm instead. Who can be bothered with a 14-day trial?? Money grabbers.",instal saw paywal uninstal guess ll competitor app calm instead bother fourteen day trial money grabber,,
rev_ef889fb0-0007-45e3-9a79-1a2b0573bd05,3,2025-12-04T18:31:15,had to edit my review due to the latest updates making it frequently crash (mid meditation even) and become incredibly slow. Hope this is fixed ASAP simply the best part of my morning routine to set up for a great and mindful day.,edit review latest updat make frequent crash mid medit incred slow hope fix asap simpli best morn routin set great mind day,,
rev_2039f0f9-39d3-4fb4-b6a9-79dca8012149,1,2026-02-19T02:26:56,"used to love this app, but lately, the sleep casts and meditations will shut off after a few minutes with no reason. Defeats the purpose!!",use love app late sleep cast medit shut minut reason defeat purpos,,
rev_36f8b08b-c206-4aa9-b2f1-a02dbcfb0795,1,2025-10-12T22:01:28,"so apparently an update happened overnight and now the app is not working 😕 I have uninstalled it, cleared everything, restarted my phone and nothing worked 🤬 in have never had issues in the past and use the app every day. this is not good!!",appar updat happen overnight app work uninstal clear restart phone work issu past use app day good,,
rev_7ad8dada-a089-4d54-82d8-15b7fc91d9b7,1,2025-10-15T20:02:00,I used to love this app. now it's flakey and full of bugs. gamification is broken as it resets my run streak even when using every day. I tried using the chat support and got a nonsensical AI response. seriously guys...,use love app s flakey bug gamif broken reset run streak use day tri use chat support got nonsens ai respons serious guy,,
rev_fa6bcf5a-7df1-448a-8a4c-0af52b85163f,2,2025-11-02T15:47:21,Headspace is ok. I'm not sure it works much for me. I will say I am strongly against the gamification of everything. An app about meditation should not be keeping a Streak count which just adds to life stress for some who worry about losing their streak.,headspac ok m sure work say strongli gamif app medit keep streak count just add life stress worri lose streak,,
rev_6e51c9a5-642a-49eb-b9af-c92bc21d24f7,4,2025-10-26T09:48:12,"would be 5 stars if not for how slow to load it is. even changing from one tab to another in app regularly leads to a loading page of doom with no solution. really frustrating. not enough for me to not recommend the app for others. I'd love to be able to queue stuff at night, I listen to a wind down exercise, and then have to open my phone again (and wait for it to load) to play a sleepcast, so to be able to just automatically play that next would be great :)",star slow load chang tab app regularli lead load page doom solut realli frustrat recommend app d love abl queue stuff night listen wind exercis open phone wait load play sleepcast abl just automat play great,,
rev_bc98b0f8-651d-4607-a026-737d3696c5fe,2,2025-11-01T03:06:16,"I'm having the same issue as a lot of people after the update where the app takes long to load and when it eventually does, the morning session (and I suspect the afternoon and night ones too) just stays blank. The audio plays but there is no graphic in the background, just a black screen. And then when, for example the breathing session finishes, it just hangs there and it doesn't go back to the home screen. Please fix it straight away because I actually just paid for a 1-year subscription.",m have issu lot peopl updat app take long load eventu doe morn session suspect afternoon night one just stay blank audio play graphic background just black screen exampl breath session finish just hang doesn t home screen fix straight away actual just paid year subscript,,
rev_8896d1be-9caf-4c06-b7e7-c1a2d407d4b2,1,2025-11-02T20:19:28,"This used to be my favourite meditation app, however they randomly changed the subscription price half way this year and the amount I've paid for at the start of the year is not being taken into consideration for my previous subscription. Basically I've paid for a subscription at the start of the year but they are asking me to pay again for an annual subscription. edit: it also crashes a lot now especially when you're part way through a mediation.... edit 2: the app has cancelled my sub again",use favourit medit app randomli chang subscript price half way year ve paid start year taken consider previou subscript basic ve paid subscript start year ask pay annual subscript edit crash lot especi way mediat edit app cancel sub,,
rev_228d64c6-2408-4731-a1fc-3f91e947f68d,2,2026-01-19T19:01:58,"always crashing, often fails to load and is always stopping midway through meditations. Paid user here and not a happy (or relaxed) person",crash fail load stop midway medit paid user happi relax person,,
rev_6505a842-62be-44b3-9a89-b89c2ba3116c,1,2026-03-04T16:05:33,"Every video Ive listened to sounded like they were explain things to a child- with basic explanations and in the way they spoke- so they werent very good. There were some videos that sounded helpful to listen to, but they must not be available anymore? It said I had to download the app to get access to them, but then they werent in the app either. I feel like everything this app provides is basic info that can be found on the internet for free. Its just not for me.",video ive listen sound like explain thing child basic explan way spoke werent good video sound help listen avail anymor said download app access werent app feel like app provid basic info internet free just,,
rev_da842981-43e4-4e4b-894d-5737d0659951,1,2026-01-26T10:51:44,"No longer syncs with Google Fit, this is a known and reported issue that has not been resolved for months now",longer sync googl fit known report issu resolv month,,
rev_333e8005-8003-4133-9fec-841b97a80633,1,2025-10-13T22:42:06,stopped working with last update. Was amazing but now I'm cancelling the subscription because it WILL NOT WORK,stop work updat amaz m cancel subscript work,,
rev_f11c116e-3d15-422d-a3f8-61dfe20d50db,1,2026-01-22T02:04:34,A £50 meditation app that takes a minute to load a simple UI and crashes halfway through a meditation. Shockingly poor quality.,medit app take minut load simpl ui crash halfway medit shockingli poor qualiti,,
rev_e56e2d8d-fc17-4048-aaae-ed0c44ce37ea,1,2025-10-11T23:57:18,"I used to LOVE this app, and use it daily. Now it won't open without force closing half a dozen times first. Either they fix it expeditiously or I walk, taking my subscription with me 🤷🏽‍♀️",use love app use daili won t open forc close half dozen time fix expediti walk take subscript,,
rev_f4ec9aef-f899-42cf-a2e5-dd48cb4341c0,1,2025-10-26T05:25:07,can you please make it free in the inside of the app please?,make free insid app,,
rev_1d191455-b8ac-4a21-b7cf-860c7cfbdfa6,1,2025-12-16T20:59:54,"needs update immediately, the app keeps crashing won't load and freezes, making it unusable and adding to the problem not fixing it",need updat immedi app keep crash won t load freez make unus ad problem fix,,
